"name","playerid","new_TBF","TBF","Source","TBF_adj_rate"
"Luis Espinoza","sa3024262",4.854,NA,NA,NA
"Luis F Castillo","20638",4.274,NA,NA,NA
"Luis F Ortiz","16942",116.610916666667,174.023,"REZ1",0.670089106995435
"Luis Flores","sa3018818",5.118,NA,NA,NA
"Luis Frias","21997",150.178247058824,92.382,"REZ1",1.62562238378497
"Luis Garcia","23735",404.011705882353,214.015,"REZ1",1.88777284714788
"Luis Garcia","6984",149.262470588235,202.884,"REZ1",0.735703508350759
"Luis Garcia","sa3015468",4.968,NA,NA,NA
"Luis Garcia","sa3021753",5.147,NA,NA,NA
"Luis Gastelum","sa3020964",4.566,NA,NA,NA
"Luis German","sa3019658",4.919,NA,NA,NA
"Luis Gil","21052",503.649411764706,414.978,"REZ1",1.21367737992064
"Luis Gomez","sa3006376",4.95,NA,NA,NA
"Luis Gonzalez","sa3019164",4.796,NA,NA,NA
"Luis Gonzalez","sa550522",152.662333333333,NA,NA,NA
"Luis Guerrero","31184",195.638066666667,232.477,"REZ1",0.841537299030298
"Luis Guevara","sa3021011",5.033,NA,NA,NA
"Luis Gutierrez","sa3016469",4.579,NA,NA,NA
"Luis Hernandez","sa3018812",4.751,NA,NA,NA
"Luis Jerez","sa3021495",4.945,NA,NA,NA
"Luis Joseph","sa3016228",5.079,NA,NA,NA
"Luis L Ortiz","27646",581.847235294118,391.649,"REZ1",1.48563442085673
"Luis Ledo","sa740812",112.2115,NA,NA,NA
"Luis Madero","20399",4.531,NA,NA,NA
"Luis Madrazo","sa3019134",4.448,NA,NA,NA
"Luis Maracara","sa3024260",4.841,NA,NA,NA
"Luis Martinez","sa3016041",5.104,NA,NA,NA
"Luis MartinezGomez","sa3023285",4.692,NA,NA,NA
"Luis Medina","21649",199.1315,283.809,"REZ1",0.701639130542019
"Luis Mey","sa3010130",199.044,NA,NA,NA
"Luis Moncada","sa873694",4.595,NA,NA,NA
"Luis Montas","sa3015102",4.604,NA,NA,NA
"Luis Morales","sa3021487",4.519,NA,NA,NA
"Luis Morellis","sa3021489",4.924,NA,NA,NA
"Luis Moreno","sa3002928",4.591,NA,NA,NA
"Luis Moreno","sa3009950",221.204,NA,NA,NA
"Luis Nunez","sa3009715",4.993,NA,NA,NA
"Luis Osorio","sa3015988",4.88,NA,NA,NA
"Luis Oviedo","21728",4.477,NA,NA,NA
"Luis Pacheco","sa3002678",4.352,NA,NA,NA
"Luis Palacios","sa3003021",257.1795,NA,NA,NA
"Luis Patino","22815",98.3809176470588,176.238,"REZ1",0.558227610657513
"Luis Perales","sa3014677",170.7055,NA,NA,NA
"Luis Peralta","24203",265.092823529412,242.754,"REZ1",1.09202247348926
"Luis Perdomo","14682",4.27,NA,NA,NA
"Luis Polanco","sa3016739",4.719,NA,NA,NA
"Luis Quinones","sa1170867",159.6965,NA,NA,NA
"Luis Ramirez","sa3018353",5.035,NA,NA,NA
"Luis Ramirez","sa3020831",4.618,NA,NA,NA
"Luis Reyes","sa3020983",4.845,NA,NA,NA
"Luis Reyes","sa737048",143.7315,NA,NA,NA
"Luis Rijo","sa916950",4.558,NA,NA,NA
"Luis Rodriguez","sa3021816",4.635,NA,NA,NA
"Luis Romero","sa3003109",4.448,NA,NA,NA
"Luis Rujano","sa3020904",4.681,NA,NA,NA
"Luis Sanchez","sa3015219",4.801,NA,NA,NA
"Luis Serna","sa3016528",4.593,NA,NA,NA
"Luis Severino","15890",721.103941176471,696.919,"REZ1",1.03470265723344
"Luis Talavera","sa3009212",4.805,NA,NA,NA
"Luis Tejeda","sa3016589",4.744,NA,NA,NA
"Luis Tejeda","sa3019176",4.905,NA,NA,NA
"Luis Torres","sa3018320",4.716,NA,NA,NA
"Luis Valdez","sa3015974",4.664,NA,NA,NA
"Luis Valdez","sa3019288",4.852,NA,NA,NA
"Luis Vargas","sa3009592",4.548,NA,NA,NA
"Luis Vasquez","sa3021001",4.916,NA,NA,NA
"Luis Vega","sa3009830",4.941,NA,NA,NA
"Luis Velasquez","sa3010135",108.7315,NA,NA,NA
"Luis Victorino","sa3019289",4.939,NA,NA,NA
"Luis Viloria","sa3015495",4.76,NA,NA,NA
"Luis Vizcaino","sa3011812",4.771,NA,NA,NA
"Luke Albright","sa3017592",174.7455,NA,NA,NA
"Luke Anderson","sa3017984",4.701,NA,NA,NA
"Luke Bard","14288",4.327,NA,NA,NA
"Luke Barker","19609",68.2185,NA,NA,NA
"Luke Bell","sa3022731",4.604,NA,NA,NA
"Luke Boyd","sa3016904",4.669,NA,NA,NA
"Luke Farrell","15101",4.465,NA,NA,NA
"Luke Fox","sa3023673",4.673,NA,NA,NA
"Luke Jackson","11752",220.623823529412,167.311,"REZ1",1.31864505937692
"Luke Little","28036",186.389117647059,256.253,"REZ1",0.727363650950657
"Luke Murphy","sa3017653",112.1865,NA,NA,NA
"Luke Russo","sa3023502",4.522,NA,NA,NA
"Luke Savage","sa3022943",4.684,NA,NA,NA
"Luke Shilling","sa3014781",4.487,NA,NA,NA
"Luke Stofel","sa3023087",4.602,NA,NA,NA
"Luke Summers","sa3018284",4.371,NA,NA,NA
"Luke Taggart","sa3017932",4.596,NA,NA,NA
"Luke Weaver","16918",284.189705882353,218.047,"REZ1",1.30334150840118
"Luke Westphal","sa869541",84.7045,NA,NA,NA
"Luke Young","sa3020819",4.549,NA,NA,NA
"Lyon Richardson","24581",108.879082352941,124.659,"REZ1",0.873415335859755
"MD Johnson","sa3010364",182.742,NA,NA,NA
"Mac Lardner","sa3014928",4.554,NA,NA,NA
"Mac Sceroler","22218",4.388,NA,NA,NA
"MacKenzie Gore","22201",657.056941176471,470.998,"REZ1",1.39503127651597
"Maceo Campbell","sa3016797",4.682,NA,NA,NA
"Mack Anglin","sa3020620",4.771,NA,NA,NA
"Mack Lemieux","sa875726",4.433,NA,NA,NA
"Maddux Bruns","sa3017782",4.675,NA,NA,NA
"Madinson Frias","sa3024244",4.876,NA,NA,NA
"Madison Bumgarner","5524",62.991,209.431,"REZ1",0.300772092001662
"Madison Jeffrey","sa3018206",4.883,NA,NA,NA
"Mado Villegas","sa3018343",4.98,NA,NA,NA
"Magdiel Cotto","sa3023251",4.675,NA,NA,NA
"Magnus Ellerts","sa3020813",111.6775,NA,NA,NA
"Maicor Serrano","sa3019079",5.102,NA,NA,NA
"Maikel Hernandez","sa3018331",4.97,NA,NA,NA
"Maikel Miralles","sa3022418",4.697,NA,NA,NA
"Maikel Rodriguez","sa3024559",4.898,NA,NA,NA
"Malcolm Van Buren","sa918752",4.76,NA,NA,NA
"Malik Barrington","sa3017644",4.591,NA,NA,NA
"Malik Binns","sa3017987",4.757,NA,NA,NA
"Malvin Pena","sa830644",4.411,NA,NA,NA
"Manny Banuelos","5365",4.292,NA,NA,NA
"Manny Ramirez","sa3004833",4.888,NA,NA,NA
"Manuel Alvarez","sa3005410",4.538,NA,NA,NA
"Manuel Cachutt","sa3003133",4.5,NA,NA,NA
"Manuel Castro","sa3017493",4.301,NA,NA,NA
"Manuel Cazorla","sa3018829",4.888,NA,NA,NA
"Manuel Davila","sa3024787",4.822,NA,NA,NA
"Manuel De La Rosa","sa3015950",4.81,NA,NA,NA
"Manuel Espinoza","sa3010242",163.2105,NA,NA,NA
"Manuel Heredia","sa3021997",5.025,NA,NA,NA
"Manuel Medina","sa3011728",4.645,NA,NA,NA
"Manuel Mercedes","sa3015214",4.607,NA,NA,NA
"Manuel Olivares","sa3009471",4.725,NA,NA,NA
"Manuel Osorio","sa3021772",4.887,NA,NA,NA
"Manuel Perez","sa3019373",4.881,NA,NA,NA
"Manuel Rodriguez","20794",250.045058823529,197.804,"REZ1",1.26410516887186
"Manuel Rodriguez","sa3019291",4.552,NA,NA,NA
"Manuel Urias","sa3007606",4.46,NA,NA,NA
"Manuel Veloz","sa3011349",4.506,NA,NA,NA
"Marc Church","26353",192.980058823529,194.001,"REZ1",0.99473744374271
"Marc Davis","sa3017722",4.595,NA,NA,NA
"Marcel Renteria","sa3005016",4.39,NA,NA,NA
"Marcelo Martinez","sa3005060",4.384,NA,NA,NA
"Marcelo Perez","sa3020889",4.454,NA,NA,NA
"Marcelo Valladares","sa3019754",5.036,NA,NA,NA
"Marco Corcho","sa3021484",4.773,NA,NA,NA
"Marco Gonzales","15467",168.603618181818,276.407,"REZ1",0.609983170403854
"Marco Jimenez","sa3002926",4.579,NA,NA,NA
"Marco Patino","sa3019537",4.987,NA,NA,NA
"Marco Raya","sa3014550",157.518866666667,NA,NA,NA
"Marco Vega","sa3019486",5.02,NA,NA,NA
"Marcos  Fortunato","sa3019391",5.018,NA,NA,NA
"Marcos Diplan","17583",4.388,NA,NA,NA
"Marcos Herrera","sa3019261",4.859,NA,NA,NA
"Marcos Pimentel","sa3024085",4.847,NA,NA,NA
"Marcos Tineo","sa3003124",4.519,NA,NA,NA
"Marcus Johnson","sa3020324",4.475,NA,NA,NA
"Marcus Olivarez","sa3020478",4.669,NA,NA,NA
"Marcus Reyes","sa3004489",4.435,NA,NA,NA
"Marcus Stroman","13431",526.857705882353,385.341,"REZ1",1.36725058034923
"Marcus Walden","8004",4.348,NA,NA,NA
"Mariano Salomon","sa3021751",4.725,NA,NA,NA
"Marino Santy","sa3017422",4.676,NA,NA,NA
"Mario Sanchez","sa691863",4.359,NA,NA,NA
"Mark Adamiak","sa3020254",4.602,NA,NA,NA
"Mark Appel","14823",4.371,NA,NA,NA
"Mark Leiter Jr","15551",252.518058823529,257.005,"REZ1",0.982541424577457
"Mark Manfredi","sa3023516",4.571,NA,NA,NA
"Mark McLaughlin","sa3020604",4.769,NA,NA,NA
"Mark Melancon","4264",4.403,NA,NA,NA
"Mark Simon","sa3004993",4.636,NA,NA,NA
"Mark Washington","sa3005194",4.363,NA,NA,NA
"Markus Solbach","sa599472",4.318,NA,NA,NA
"Marlin Willis","sa3005116",4.84,NA,NA,NA
"Marlon De La Cruz","sa3023833",4.892,NA,NA,NA
"Marlon Franco","sa3016242",4.762,NA,NA,NA
"Marlon Nieves","sa3021567",4.914,NA,NA,NA
"Marlon Perez","sa3018235",4.57,NA,NA,NA
"Marques Johnson","sa3020741",4.707,NA,NA,NA
"Marquis Grissom Jr","sa3020312",115.1785,NA,NA,NA
"Marshall Hunt","sa3017369",4.771,NA,NA,NA
"Marshall Kasowski","sa3005114",4.392,NA,NA,NA
"Martin Herrera","sa3007725",5.056,NA,NA,NA
"Martin Perez","6902",614.188117647059,647.324,"REZ1",0.948810978191846
"Martin Santana","sa3006402",4.78,NA,NA,NA
"Marwys Cabrera","sa3021992",4.871,NA,NA,NA
"Masahiro Tanaka","15764",4.353,NA,NA,NA
"Mason Adams","sa3020388",167.12735,NA,NA,NA
"Mason Albright","sa3017847",235.7755,NA,NA,NA
"Mason Barnett","sa3020622",114.796733333333,NA,NA,NA
"Mason Black","30171",255.093647058824,271.52,"REZ1",0.939502235779403
"Mason Denaburg","sa3010648",4.787,NA,NA,NA
"Mason Englert","22288",198.799294117647,182.68,"REZ1",1.08823787014258
"Mason Erla","sa3017685",121.6865,NA,NA,NA
"Mason Fluharty","sa3020261",122.285016666667,NA,NA,NA
"Mason Fox","sa3007460",71.22,NA,NA,NA
"Mason Green","sa3017717",201.7905,NA,NA,NA
"Mason Hickman","sa3015033",128.2055,NA,NA,NA
"Mason McGwire","sa3020961",4.772,NA,NA,NA
"Mason Miller","31757",273.061117647059,295.747,"REZ1",0.923292941761231
"Mason Miller","sa3023658",4.81,NA,NA,NA
"Mason Montgomery","29770",265.825176470588,199.08,"REZ1",1.33526811568509
"Mason Pelio","sa3020381",4.789,NA,NA,NA
"Mason Ronan","sa3020318",4.73,NA,NA,NA
"Mason Thompson","21850",169.576411764706,141.989,"REZ1",1.19429259847387
"Mason Vinyard","sa3020753",4.581,NA,NA,NA
"Mat Olsen","sa3017882",110.1855,NA,NA,NA
"Mathew Peters","sa3020629",4.864,NA,NA,NA
"Matt Andriese","12022",117.550166666667,102.066,"REZ1",1.151707391949
"Matt Barnes","12863",126.256294117647,141.349,"REZ1",0.893223822719984
"Matt Bowman","13528",112.944435294118,174.589,"REZ1",0.646916101782573
"Matt Brash","25756",194.246294117647,159.419,"REZ1",1.21846388521849
"Matt Brill","sa738328",4.419,NA,NA,NA
"Matt Brosky","sa3020706",4.39,NA,NA,NA
"Matt Bush","1246",32.5627142857143,103.332,"REZ1",0.315127107630882
"Matt Canterino","sa3011530",50.0871,NA,NA,NA
"Matt Carasiti","13276",95.9455,139.793,"REZ1",0.686339802422153
"Matt Cronin","sa3011463",85.66,NA,NA,NA
"Matt Dennis","sa918295",4.443,NA,NA,NA
"Matt Dermody","14844",71.7554285714286,240.354,"REZ1",0.298540604988594
"Matt Duffy","sa3023272",4.581,NA,NA,NA
"Matt Eckelman","sa857600",4.563,NA,NA,NA
"Matt Festa","19330",96.3977176470588,144.464,"REZ1",0.667278475239913
"Matt Foster","19647",95.0394166666667,194.269,"REZ1",0.489215555063683
"Matt Frisbee","sa3006801",161.215,NA,NA,NA
"Matt Gabbert","sa3022158",4.668,NA,NA,NA
"Matt Gage","17381",96.9731272727273,145.772,"REZ1",0.665238367263447
"Matt Givin","sa3005229",4.386,NA,NA,NA
"Matt Hardy","sa3004120",4.344,NA,NA,NA
"Matt Harvey","11713",4.333,NA,NA,NA
"Matt Hickey","sa3020236",4.6,NA,NA,NA
"Matt Jachec","sa3022906",4.448,NA,NA,NA
"Matt Keating","sa3020625",4.579,NA,NA,NA
"Matt Koch","13420",124.743333333333,187.61,"REZ1",0.664907698594602
"Matt Krook","19315",132.763,126.331,"REZ1",1.05091386912159
"Matt Manning","20369",211.667176470588,293.256,"REZ1",0.721782935287217
"Matt Merrill","sa3004364",4.647,NA,NA,NA
"Matt Mikulski","sa3017874",4.704,NA,NA,NA
"Matt Milburn","sa913084",4.384,NA,NA,NA
"Matt Minnick","sa3011369",4.38,NA,NA,NA
"Matt Moore","1890",138.392352941176,114.93,"REZ1",1.20414472236297
"Matt Mullenbach","sa3010581",4.338,NA,NA,NA
"Matt Osterberg","sa3017462",197.671,NA,NA,NA
"Matt Peacock","20339",4.374,NA,NA,NA
"Matt Pidich","sa915680",4.386,NA,NA,NA
"Matt Pushard","sa3019955",133.167,NA,NA,NA
"Matt Ruppenthal","sa915693",4.438,NA,NA,NA
"Matt Russell","sa3017256",103.233,NA,NA,NA
"Matt Sauer","22284",152.08525,156.604,"REZ1",0.971145373042834
"Matt Seelinger","sa3004483",77.67,NA,NA,NA
"Matt Shoemaker","4776",4.423,NA,NA,NA
"Matt Sparling","sa3017658",4.819,NA,NA,NA
"Matt Stil","sa1170297",4.859,NA,NA,NA
"Matt Strahm","13799",256.250294117647,190.445,"REZ1",1.34553437537161
"Matt Svanson","sa3017070",175.7676,NA,NA,NA
"Matt Swarmer","19705",4.418,NA,NA,NA
"Matt Tabor","sa3005334",141.699,NA,NA,NA
"Matt Turner","sa3005029",4.564,NA,NA,NA
"Matt Vogel","sa738652",4.327,NA,NA,NA
"Matt Waldron","25550",438.169411764706,754.374,"REZ1",0.580838432613937
"Matt Walker","sa1169914",4.557,NA,NA,NA
"Matt Wilkinson","sa3023171",4.392,NA,NA,NA
"Matt Willrodt","sa3007478",4.388,NA,NA,NA
"Matt Wisler","12804",4.347,NA,NA,NA
"Matt Wyatt","sa3020832",4.724,NA,NA,NA
"Matthew Bollenbacher","sa3022954",4.6,NA,NA,NA
"Matthew Boyd","15440",414.365882352941,272.704,"REZ1",1.51947123017243
"Matthew Kent","sa875610",4.378,NA,NA,NA
"Matthew Liberatore","22294",367.293529411765,422.256,"REZ1",0.869836140662926
"Matthew Linskey","sa3022795",4.587,NA,NA,NA
"Matthew McMillan","sa3017279",4.805,NA,NA,NA
"Matthew Peguero","sa3003164",4.651,NA,NA,NA
"Matthew Swain","sa1170357",4.63,NA,NA,NA
"Matthew Thompson","sa3011866",213.774,NA,NA,NA
"Mauricio Colmenares","sa3022042",4.852,NA,NA,NA
"Mauricio Estrella","sa3018857",4.629,NA,NA,NA
"Mauricio Llovera","20080",75.5233333333333,94.85,"REZ1",0.796239676682481
"Mauricio Maican","sa3018347",5.063,NA,NA,NA
"Mauricio Veliz","sa3015959",4.713,NA,NA,NA
"Mavis Graves","sa3021472",4.583,NA,NA,NA
"Max Alba","sa3020525",4.466,NA,NA,NA
"Max Bain","sa3014932",4.539,NA,NA,NA
"Max Carlson","sa3023274",4.585,NA,NA,NA
"Max Castillo","21956",188.186083333333,158.364,"REZ1",1.18831352664326
"Max Fried","13743",675.294705882353,536.256,"REZ1",1.25927673701059
"Max Gieg","sa3019954",4.634,NA,NA,NA
"Max Kranick","22175",188.397,NA,NA,NA
"Max Kuhns","sa918473",4.392,NA,NA,NA
"Max Lazar","23426",209.933823529412,240.239,"REZ1",0.873854051712718
"Max Meyer","27474",513.112117647059,345.398,"REZ1",1.48556771506221
"Max Rajcic","sa3020746",139.1616,NA,NA,NA
"Max Roberts","sa3004014",93.226,NA,NA,NA
"Max Scherzer","3137",463.688470588235,428.286,"REZ1",1.08266081680988
"Maximo Gonzalez","sa3024541",4.883,NA,NA,NA
"Maximo Martinez","sa3016026",4.899,NA,NA,NA
"Maxwel Hernandez","sa3018822",4.827,NA,NA,NA
"Maycold Leon","sa3008693",4.78,NA,NA,NA
"McCade Brown","sa3017812",4.616,NA,NA,NA
"McKinley Moore","25663",89.0935833333333,176.054,"REZ1",0.506058273787209
"Melkis Hernandez","sa3019148",4.727,NA,NA,NA
"Melvi Acosta","sa917401",4.411,NA,NA,NA
"Melvin Adon","sa873314",83.2095,NA,NA,NA
"Melvin Hernandez","sa3021785",4.629,NA,NA,NA
"Melvin Javier","sa3019133",5.055,NA,NA,NA
"Melvin Pineda","sa3018815",4.847,NA,NA,NA
"Melvin Rodriguez","sa3024087",4.829,NA,NA,NA
"Melvyn Amador","sa3019187",5.055,NA,NA,NA
"Merlin Bido","sa3023821",4.915,NA,NA,NA
"Merrick Baldo","sa3022957",4.662,NA,NA,NA
"Merrill Kelly","11156",582.177352941176,414.557,"REZ1",1.40433608150671
"Mervin Fell","sa3022267",4.858,NA,NA,NA
"Micah Dallas","sa3020391",4.346,NA,NA,NA
"Micah Ottenbreit","sa3017860",4.632,NA,NA,NA
"Michael Arias","sa3017036",84.4241666666667,NA,NA,NA
"Michael Baird","sa3006810",4.413,NA,NA,NA
"Michael Bienlien","sa3010649",118.6945,NA,NA,NA
"Michael Boyle","sa857604",84.72,NA,NA,NA
"Michael Brettell","sa3008020",4.431,NA,NA,NA
"Michael Brewer","sa3015149",4.442,NA,NA,NA
"Michael Brewer","sa3021465",4.762,NA,NA,NA
"Michael Byrne","sa3008227",95.1645,NA,NA,NA
"Michael Costanzo","sa3007620",4.396,NA,NA,NA
"Michael Cuevas","sa3011437",212.2485,NA,NA,NA
"Michael Danielak","sa918811",4.364,NA,NA,NA
"Michael DarrellHicks","sa3020438",124.304616666667,NA,NA,NA
"Michael Dominguez","sa3011198",190.775,NA,NA,NA
"Michael Feliz","11903",4.32,NA,NA,NA
"Michael Flynn","sa3006803",81.9031333333333,NA,NA,NA
"Michael Forret","sa3023479",4.549,NA,NA,NA
"Michael Fulmer","13218",202.350764705882,183.561,"REZ1",1.10236251004234
"Michael Giacone","sa3014802",4.331,NA,NA,NA
"Michael Gomez","sa3008454",125.2075,NA,NA,NA
"Michael Grove","23221",216.954882352941,304.229,"REZ1",0.713130182700996
"Michael Hobbs","sa3017498",107.239,NA,NA,NA
"Michael Horrell","sa3010322",4.432,NA,NA,NA
"Michael Kelly","12791",122.331105882353,163.745,"REZ1",0.747083000289187
"Michael Kennedy","sa3021728",4.506,NA,NA,NA
"Michael King","19853",693.995235294118,529.703,"REZ1",1.31015915577997
"Michael Kirian","sa3017594",4.627,NA,NA,NA
"Michael Knorr","sa3020872",117.6875,NA,NA,NA
"Michael Kopech","17282",253.160823529412,261.144,"REZ1",0.969429983187099
"Michael Krauza","sa3019634",4.415,NA,NA,NA
"Michael Limoncelli","sa3015096",4.909,NA,NA,NA
"Michael Lorenzen","14843",564.454058823529,336.023,"REZ1",1.6798078072737
"Michael Mariot","10835",186.559916666667,138.592,"REZ1",1.34610884226122
"Michael Martinez","sa3006415",4.45,NA,NA,NA
"Michael McAvene","sa3011727",4.482,NA,NA,NA
"Michael McGreevy","29869",264.668176470588,317.155,"REZ1",0.834507343319791
"Michael Mercado","23223",186.137647058824,193.572,"REZ1",0.961593862019422
"Michael Morales","sa3017783",279.1635,NA,NA,NA
"Michael Peres","sa3019120",5.126,NA,NA,NA
"Michael Petersen","20827",164.543823529412,217.091,"REZ1",0.75794861845683
"Michael Pineda","5372",4.335,NA,NA,NA
"Michael Plassmeyer","23191",185.950583333333,227.376,"REZ1",0.817810953369456
"Michael Prosecky","sa3020526",4.561,NA,NA,NA
"Michael Rucker","19454",115.486583333333,189.667,"REZ1",0.608891284901081
"Michael Sansone","sa3020083",4.579,NA,NA,NA
"Michael Saturria","sa3018311",4.978,NA,NA,NA
"Michael Soroka","18383",453.514882352941,324.111,"REZ1",1.3992579158157
"Michael Stryffeler","sa3010005",4.354,NA,NA,NA
"Michael Tonkin","10315",260.686705882353,225.712,"REZ1",1.15495279773496
"Michael Valera","sa3011862",4.71,NA,NA,NA
"Michael Valverde","sa3022157",5.084,NA,NA,NA
"Michael Vilchez","sa3016605",5.053,NA,NA,NA
"Michael Wacha","14078",613.212117647059,420.528,"REZ1",1.45819569124305
"Michael YaSenka","sa1170117",4.44,NA,NA,NA
"Michel Baez","20100",4.442,NA,NA,NA
"Michel Otanez","22533",259.348411764706,222.867,"REZ1",1.16369140233729
"Michele Vassalotti","sa3004802",4.71,NA,NA,NA
"Michell Chirinos","sa3022001",4.883,NA,NA,NA
"Michell Miliano","sa3005188",4.519,NA,NA,NA
"Mick Abel","sa3014534",149.481871428571,NA,NA,NA
"Miguel Aguilar","19246",4.448,NA,NA,NA
"Miguel Alfonseca","sa3009753",4.724,NA,NA,NA
"Miguel Castro","15684",179.937588235294,182.537,"REZ1",0.985759534972603
"Miguel Cienfuegos","sa3020816",226.214,NA,NA,NA
"Miguel Cordero","sa3022005",4.98,NA,NA,NA
"Miguel Cordones","sa3009493",4.993,NA,NA,NA
"Miguel Cruz","sa3021768",4.978,NA,NA,NA
"Miguel Del Pozo","18792",4.246,NA,NA,NA
"Miguel Diaz","18815",102.224363636364,180.704,"REZ1",0.565700613358662
"Miguel Flores","sa3024465",4.861,NA,NA,NA
"Miguel Fulgencio","sa3020892",4.796,NA,NA,NA
"Miguel Gil","sa3015329",4.792,NA,NA,NA
"Miguel Gomez","sa3009527",4.554,NA,NA,NA
"Miguel Gomez","sa3022149",5.1,NA,NA,NA
"Miguel Guerrero","sa3014872",4.647,NA,NA,NA
"Miguel Hernandez","sa3019115",5.018,NA,NA,NA
"Miguel Martinez","sa3015445",4.99,NA,NA,NA
"Miguel Medrano","sa947763",4.469,NA,NA,NA
"Miguel Mendez","sa3015506",4.665,NA,NA,NA
"Miguel Mesa","sa3019066",4.941,NA,NA,NA
"Miguel Mora","sa3015985",4.843,NA,NA,NA
"Miguel Olivares","sa3018813",4.99,NA,NA,NA
"Miguel Padilla","sa3009740",4.711,NA,NA,NA
"Miguel Pena","sa3003115",4.398,NA,NA,NA
"Miguel Pozo","sa3016581",4.973,NA,NA,NA
"Miguel Rodriguez","sa3006570",103.6995,NA,NA,NA
"Miguel Rondon","sa3006068",4.837,NA,NA,NA
"Miguel Sanchez","20074",4.388,NA,NA,NA
"Miguel Segura","sa3015426",4.802,NA,NA,NA
"Miguel Suero","sa3006066",4.726,NA,NA,NA
"Miguel Toscano","sa3022031",4.817,NA,NA,NA
"Miguel Ullola","sa3016504",241.246,NA,NA,NA
"Miguel Valdez","sa3021025",4.737,NA,NA,NA
"Miguel Vinicio","sa3008164",4.724,NA,NA,NA
"Miguel Yajure","21111",4.355,NA,NA,NA
"Miguelangel Boadas","sa3015427",4.61,NA,NA,NA
"Mike Adams","sa3014875",4.409,NA,NA,NA
"Mike Baumann","20206",133.787454545455,154.812,"REZ1",0.864193050573951
"Mike Burrows","24728",190.170352941176,177.116,"REZ1",1.07370510253832
"Mike Clevinger","12808",200.129882352941,211.004,"REZ1",0.94846487437651
"Mike Ellenbest","sa918550",4.334,NA,NA,NA
"Mike Foltynewicz","10811",4.382,NA,NA,NA
"Mike Mayers","15451",134.148333333333,126.425,"REZ1",1.06109023795399
"Mike Minor","10021",4.331,NA,NA,NA
"Mike Mokma","sa3014794",4.589,NA,NA,NA
"Mike Montgomery","4869",4.419,NA,NA,NA
"Mike Morin","13442",4.403,NA,NA,NA
"Mike Paredes","sa3017968",137.181,NA,NA,NA
"Mike Ruff","sa3011125",4.477,NA,NA,NA
"Mike Vasil","sa3017915",237.645714285714,NA,NA,NA
"Mike Walsh","sa3020337",4.623,NA,NA,NA
"Mike Wright Jr","12586",4.448,NA,NA,NA
"Mikell Manzano","sa3015441",4.55,NA,NA,NA
"Mikey Tepper","sa3023065",4.591,NA,NA,NA
"Miles Mikolas","9803",705.323411764706,685.536,"REZ1",1.02886414683504
"Miller Hogan","sa3007806",4.39,NA,NA,NA
"Misael Lopez","sa3021518",5.155,NA,NA,NA
"Misael Tamarez","sa3009632",178.211,NA,NA,NA
"Mitch Bratt","sa3017719",216.679,NA,NA,NA
"Mitch Farris","sa3022912",4.388,NA,NA,NA
"Mitch Keller","17594",736.714,617.76,"REZ1",1.19255698005698
"Mitch Miller","sa3018279",4.492,NA,NA,NA
"Mitch Myers","sa3018179",4.419,NA,NA,NA
"Mitch Neunborn","sa3021722",168.718,NA,NA,NA
"Mitch Ragan","sa3009944",4.451,NA,NA,NA
"Mitch Spence","27707",535.120470588235,559.39,"REZ1",0.956614295193399
"Mitch White","19225",165.964,167.599,"REZ1",0.990244571864987
"Mitchell Kilkenny","sa3010119",4.378,NA,NA,NA
"Mitchell Parker","27636",602.02,521.176,"REZ1",1.15511842448616
"Mitchell Stumpo","sa3011585",92.733,NA,NA,NA
"Mitchell Tyranski","sa3011235",4.403,NA,NA,NA
"Moises Amezquita","sa3022203",5.058,NA,NA,NA
"Moises Brito","sa3018900",4.664,NA,NA,NA
"Moises Chace","sa3015346",160.7315,NA,NA,NA
"Moises Diaz","sa3005464",4.598,NA,NA,NA
"Moises Lira","sa3019058",4.912,NA,NA,NA
"Moises Lugo","sa3002814",4.363,NA,NA,NA
"Moises Meza","sa3023822",4.861,NA,NA,NA
"Moises Palma","sa3019162",5.048,NA,NA,NA
"Moises Rodriguez","sa3017389",4.742,NA,NA,NA
"Montana Semmel","sa3011751",4.746,NA,NA,NA
"Morgan McSweeney","sa3010781",76.7075,NA,NA,NA
"Morris Austin","sa3022955",4.787,NA,NA,NA
"Mychal Givens","10430",94.97925,178.833,"REZ1",0.531105836171176
"Myles Gayman","sa3015275",4.44,NA,NA,NA
"Nabil Crismatt","17732",90.1671636363636,58.089,"REZ1",1.55222440800089
"Naoyuki Uwasawa","33828",139.721416666667,187.566,"REZ1",0.744918677514404
